序號,答案
20240117090001,112.24
20240117091001,167.38
20240117092001,104.5
20240117093001,80.44
20240117094001,119.07
20240117095001,80.67
20240117100001,85.59
20240117101001,120.63
20240117102001,151.87
20240117103001,169.15
20240117104001,145.56
20240117105001,109.38
20240117110001,129.34
20240117111001,79.98
20240117112001,49.56
20240117113001,48.66
20240117114001,67.77
20240117115001,70.32
20240117120001,26.42
20240117121001,20.11
20240117122001,31.92
20240117123001,33.34
20240117124001,41.23
20240117125001,49.76
20240117130001,158.55
20240117131001,167.5
20240117132001,177.04
20240117133001,339.52
20240117134001,582.27
20240117135001,582.0
20240117140001,218.9
20240117141001,325.2
20240117142001,170.52
20240117143001,72.77
20240117144001,199.49
20240117145001,162.74
20240117150001,209.36
20240117151001,133.91
20240117152001,62.33
20240117153001,31.64
20240117154001,19.54
20240117155001,36.16
20240117160001,41.9
20240117161001,15.94
20240117162001,11.2
20240117163001,7.93
20240117164001,3.34
20240117165001,4.27
20240119090001,188.19
20240119091001,234.45
20240119092001,335.88
20240119093001,238.75
20240119094001,305.8
20240119095001,354.86
20240119100001,414.39
20240119101001,449.77
20240119102001,491.34
20240119103001,1215.46
20240119104001,1093.63
20240119105001,817.11
20240119110001,1378.41
20240119111001,1742.78
20240119112001,1546.21
20240119113001,1658.36
20240119114001,1379.02
20240119115001,1460.37
20240119120001,956.35
20240119121001,636.1
20240119122001,639.68
20240119123001,468.96
20240119124001,386.73
20240119125001,788.42
20240119130001,1307.11
20240119131001,825.91
20240119132001,1078.6
20240119133001,654.93
20240119134001,490.69
20240119135001,420.97
20240119140001,613.81
20240119141001,360.85
20240119142001,553.17
20240119143001,177.04
20240119144001,467.17
20240119145001,157.93
20240119150001,186.53
20240119151001,114.61
20240119152001,98.39
20240119153001,64.5
20240119154001,65.7
20240119155001,59.1
20240119160001,67.08
20240119161001,43.51
20240119162001,31.94
20240119163001,17.75
20240119164001,12.67
20240119165001,5.62
20240224090001,70.14
20240224091001,79.4
20240224092001,69.79
20240224093001,50.19
20240224094001,28.18
20240224095001,31.21
20240224100001,37.52
20240224101001,50.75
20240224102001,44.87
20240224103001,33.52
20240224104001,45.62
20240224105001,50.51
20240224110001,40.87
20240224111001,46.77
20240224112001,51.32
20240224113001,49.18
20240224114001,46.93
20240224115001,40.55
20240224120001,44.3
20240224121001,42.37
20240224122001,27.94
20240224123001,29.89
20240224124001,29.88
20240224125001,38.27
20240224130001,26.27
20240224131001,21.86
20240224132001,23.5
20240224133001,33.68
20240224134001,41.84
20240224135001,33.64
20240224140001,23.39
20240224141001,23.35
20240224142001,14.66
20240224143001,9.63
20240224144001,9.86
20240224145001,10.12
20240224150001,11.88
20240224151001,10.99
20240224152001,7.85
20240224153001,3.41
20240224154001,4.38
20240224155001,3.67
20240224160001,2.78
20240224161001,1.47
20240224162001,0.74
20240224163001,1.15
20240224164001,0.79
20240224165001,0.92
20240226090001,49.85
20240226091001,91.21
20240226092001,90.13
20240226093001,75.34
20240226094001,78.03
20240226095001,117.83
20240226100001,126.72
20240226101001,170.56
20240226102001,176.22
20240226103001,183.36
20240226104001,196.18
20240226105001,234.98
20240226110001,115.56
20240226111001,126.39
20240226112001,126.36
20240226113001,107.09
20240226114001,60.76
20240226115001,53.75
20240226120001,38.24
20240226121001,29.84
20240226122001,27.06
20240226123001,35.59
20240226124001,35.02
20240226125001,32.39
20240226130001,69.39
20240226131001,69.49
20240226132001,71.59
20240226133001,64.54
20240226134001,54.18
20240226135001,41.8
20240226140001,27.09
20240226141001,20.41
20240226142001,21.58
20240226143001,20.5
20240226144001,16.82
20240226145001,14.63
20240226150001,19.57
20240226151001,20.4
20240226152001,17.19
20240226153001,18.21
20240226154001,15.49
20240226155001,13.39
20240226160001,5.05
20240226161001,4.0
20240226162001,2.9
20240226163001,2.09
20240226164001,1.93
20240226165001,1.3
20240327090001,140.71
20240327091001,153.22
20240327092001,143.09
20240327093001,156.84
20240327094001,319.75
20240327095001,388.25
20240327100001,519.74
20240327101001,755.34
20240327102001,851.15
20240327103001,596.24
20240327104001,816.77
20240327105001,851.97
20240327110001,733.57
20240327111001,743.72
20240327112001,559.35
20240327113001,432.54
20240327114001,304.39
20240327115001,290.17
20240327120001,226.54
20240327121001,226.33
20240327122001,181.9
20240327123001,143.76
20240327124001,181.13
20240327125001,145.11
20240327130001,167.67
20240327131001,73.14
20240327132001,46.89
20240327133001,43.25
20240327134001,34.16
20240327135001,23.85
20240327140001,19.32
20240327141001,19.35
20240327142001,24.53
20240327143001,34.93
20240327144001,28.71
20240327145001,28.71
20240327150001,14.73
20240327151001,10.5
20240327152001,13.51
20240327153001,13.06
20240327154001,17.59
20240327155001,16.64
20240327160001,14.59
20240327161001,11.31
20240327162001,11.23
20240327163001,10.79
20240327164001,9.6
20240327165001,6.35
20240329090001,24.53
20240329091001,21.52
20240329092001,16.69
20240329093001,15.84
20240329094001,11.77
20240329095001,11.01
20240329100001,9.9
20240329101001,11.14
20240329102001,9.46
20240329103001,10.19
20240329104001,7.93
20240329105001,8.87
20240329110001,11.99
20240329111001,8.19
20240329112001,7.08
20240329113001,10.35
20240329114001,10.41
20240329115001,19.18
20240329120001,42.57
20240329121001,45.99
20240329122001,34.78
20240329123001,18.98
20240329124001,15.18
20240329125001,16.24
20240329130001,20.27
20240329131001,15.67
20240329132001,12.67
20240329133001,13.01
20240329134001,25.29
20240329135001,22.94
20240329140001,21.45
20240329141001,21.51
20240329142001,31.39
20240329143001,42.67
20240329144001,32.7
20240329145001,28.05
20240329150001,29.51
20240329151001,27.75
20240329152001,14.98
20240329153001,11.01
20240329154001,7.49
20240329155001,6.29
20240329160001,4.06
20240329161001,2.34
20240329162001,2.0
20240329163001,1.47
20240329164001,1.17
20240329165001,0.9
20240428090001,243.72
20240428091001,395.88
20240428092001,126.29
20240428093001,34.4
20240428094001,18.56
20240428095001,22.57
20240428100001,28.83
20240428101001,86.52
20240428102001,360.38
20240428103001,394.19
20240428104001,645.88
20240428105001,415.0
20240428110001,1046.21
20240428111001,1137.73
20240428112001,970.88
20240428113001,381.5
20240428114001,274.4
20240428115001,248.13
20240428120001,301.05
20240428121001,286.47
20240428122001,214.22
20240428123001,213.96
20240428124001,198.37
20240428125001,117.0
20240428130001,79.84
20240428131001,68.96
20240428132001,65.48
20240428133001,50.12
20240428134001,35.14
20240428135001,35.59
20240428140001,48.82
20240428141001,48.54
20240428142001,56.72
20240428143001,115.2
20240428144001,149.35
20240428145001,179.0
20240428150001,117.31
20240428151001,253.3
20240428152001,142.04
20240428153001,84.9
20240428154001,63.65
20240428155001,72.92
20240428160001,139.29
20240428161001,73.79
20240428162001,37.69
20240428163001,27.37
20240428164001,24.41
20240428165001,24.41
20240430090001,929.54
20240430091001,985.14
20240430092001,1114.7
20240430093001,1079.91
20240430094001,1297.84
20240430095001,1205.49
20240430100001,928.2
20240430101001,685.26
20240430102001,958.87
20240430103001,1320.3
20240430104001,1439.12
20240430105001,1345.77
20240430110001,1286.15
20240430111001,1279.24
20240430112001,1297.01
20240430113001,1357.09
