序號,答案
20240117090001,24.89
20240117091001,26.51
20240117092001,31.68
20240117093001,37.41
20240117094001,30.53
20240117095001,36.25
20240117100001,54.29
20240117101001,75.6
20240117102001,97.19
20240117103001,90.34
20240117104001,59.66
20240117105001,38.29
20240117110001,15.18
20240117111001,7.97
20240117112001,3.95
20240117113001,4.74
20240117114001,5.33
20240117115001,8.18
20240117120001,17.18
20240117121001,22.37
20240117122001,33.92
20240117123001,119.02
20240117124001,518.2
20240117125001,452.65
20240117130001,212.21
20240117131001,192.83
20240117132001,325.29
20240117133001,882.43
20240117134001,1177.05
20240117135001,1143.36
20240117140001,640.29
20240117141001,1617.55
20240117142001,574.92
20240117143001,290.96
20240117144001,1173.32
20240117145001,1697.08
20240117150001,1326.96
20240117151001,332.59
20240117152001,52.31
20240117153001,29.9
20240117154001,21.63
20240117155001,78.59
20240117160001,47.65
20240117161001,9.6
20240117162001,6.15
20240117163001,4.78
20240117164001,2.22
20240117165001,1.94
20240119090001,137.82
20240119091001,127.23
20240119092001,148.48
20240119093001,172.91
20240119094001,196.16
20240119095001,225.36
20240119100001,255.26
20240119101001,246.55
20240119102001,275.21
20240119103001,823.61
20240119104001,813.16
20240119105001,749.04
20240119110001,730.02
20240119111001,1061.93
20240119112001,812.98
20240119113001,841.0
20240119114001,614.92
20240119115001,987.41
20240119120001,1078.15
20240119121001,611.73
20240119122001,675.85
20240119123001,597.44
20240119124001,528.78
20240119125001,1441.12
20240119130001,1181.06
20240119131001,598.5
20240119132001,1290.66
20240119133001,640.86
20240119134001,470.28
20240119135001,471.13
20240119140001,1171.05
20240119141001,579.53
20240119142001,1188.95
20240119143001,368.58
20240119144001,1125.84
20240119145001,274.64
20240119150001,104.97
20240119151001,76.47
20240119152001,63.44
20240119153001,45.7
20240119154001,49.06
20240119155001,45.68
20240119160001,42.47
20240119161001,33.36
20240119162001,15.51
20240119163001,9.21
20240119164001,10.06
20240119165001,5.01
20240224090001,40.79
20240224091001,50.3
20240224092001,39.14
20240224093001,32.36
20240224094001,14.75
20240224095001,21.34
20240224100001,29.96
20240224101001,40.07
20240224102001,34.48
20240224103001,25.19
20240224104001,34.9
20240224105001,42.21
20240224110001,36.59
20240224111001,37.63
20240224112001,41.01
20240224113001,46.94
20240224114001,38.61
20240224115001,33.69
20240224120001,24.46
20240224121001,23.91
20240224122001,19.76
20240224123001,24.63
20240224124001,23.38
20240224125001,29.84
20240224130001,21.67
20240224131001,15.29
20240224132001,16.34
20240224133001,20.76
20240224134001,26.66
20240224135001,21.61
20240224140001,15.58
20240224141001,14.77
20240224142001,6.49
20240224143001,5.08
20240224144001,5.18
20240224145001,5.37
20240224150001,6.55
20240224151001,6.49
20240224152001,4.28
20240224153001,2.31
20240224154001,2.16
20240224155001,1.71
20240224160001,1.47
20240224161001,0.93
20240224162001,0.55
20240224163001,0.72
20240224164001,0.54
20240224165001,0.61
20240226090001,22.21
20240226091001,31.61
20240226092001,36.61
20240226093001,31.41
20240226094001,26.35
20240226095001,29.44
20240226100001,27.65
20240226101001,35.47
20240226102001,35.9
20240226103001,44.0
20240226104001,48.25
20240226105001,61.63
20240226110001,51.42
20240226111001,55.94
20240226112001,63.08
20240226113001,41.01
20240226114001,31.84
20240226115001,29.94
20240226120001,26.55
20240226121001,20.76
20240226122001,15.7
20240226123001,28.88
20240226124001,29.6
20240226125001,23.33
20240226130001,24.88
20240226131001,36.25
20240226132001,40.04
20240226133001,39.25
20240226134001,39.15
20240226135001,25.55
20240226140001,16.06
20240226141001,11.57
20240226142001,11.38
20240226143001,11.61
20240226144001,10.54
20240226145001,9.29
20240226150001,9.65
20240226151001,10.04
20240226152001,9.7
20240226153001,6.82
20240226154001,6.01
20240226155001,5.87
20240226160001,3.75
20240226161001,2.26
20240226162001,1.76
20240226163001,1.29
20240226164001,0.91
20240226165001,0.95
20240327090001,60.92
20240327091001,57.33
20240327092001,61.35
20240327093001,91.91
20240327094001,150.87
20240327095001,219.09
20240327100001,290.04
20240327101001,366.9
20240327102001,426.23
20240327103001,382.78
20240327104001,664.19
20240327105001,634.54
20240327110001,476.0
20240327111001,436.76
20240327112001,285.68
20240327113001,232.6
20240327114001,167.65
20240327115001,144.43
20240327120001,137.03
20240327121001,128.76
20240327122001,132.29
20240327123001,128.7
20240327124001,121.8
20240327125001,100.6
20240327130001,107.59
20240327131001,68.29
20240327132001,44.32
20240327133001,36.4
20240327134001,21.79
20240327135001,14.0
20240327140001,7.37
20240327141001,7.47
20240327142001,11.84
20240327143001,18.74
20240327144001,12.45
20240327145001,13.35
20240327150001,6.61
20240327151001,4.63
20240327152001,6.06
20240327153001,6.08
20240327154001,7.44
20240327155001,6.7
20240327160001,6.25
20240327161001,5.33
20240327162001,5.54
20240327163001,5.5
20240327164001,3.79
20240327165001,2.29
20240329090001,13.23
20240329091001,11.5
20240329092001,9.48
20240329093001,5.6
20240329094001,5.03
20240329095001,4.38
20240329100001,4.01
20240329101001,5.2
20240329102001,4.0
