序號,答案
20240117090001,148.83
20240117091001,250.8
20240117092001,210.86
20240117093001,244.43
20240117094001,195.43
20240117095001,160.39
20240117100001,87.19
20240117101001,99.16
20240117102001,118.8
20240117103001,120.73
20240117104001,98.57
20240117105001,120.32
20240117110001,100.89
20240117111001,61.63
20240117112001,28.72
20240117113001,21.67
20240117114001,24.56
20240117115001,35.95
20240117120001,20.69
20240117121001,19.52
20240117122001,29.66
20240117123001,54.96
20240117124001,118.55
20240117125001,128.19
20240117130001,57.51
20240117131001,62.78
20240117132001,84.51
20240117133001,103.49
20240117134001,103.54
20240117135001,86.29
20240117140001,86.64
20240117141001,123.11
20240117142001,87.15
20240117143001,53.03
20240117144001,92.61
20240117145001,171.36
20240117150001,325.81
20240117151001,139.87
20240117152001,78.39
20240117153001,56.87
20240117154001,40.01
20240117155001,63.03
20240117160001,123.07
20240117161001,37.26
20240117162001,25.29
20240117163001,20.31
20240117164001,5.18
20240117165001,3.86
20240119090001,287.78
20240119091001,311.04
20240119092001,424.85
20240119093001,319.76
20240119094001,544.01
20240119095001,558.05
20240119100001,430.78
20240119101001,600.69
20240119102001,696.12
20240119103001,1364.39
20240119104001,1353.44
20240119105001,1287.37
20240119110001,1119.04
20240119111001,1623.67
20240119112001,1363.97
20240119113001,1355.53
20240119114001,1066.46
20240119115001,1489.29
20240119120001,1329.39
20240119121001,922.72
20240119122001,997.81
20240119123001,848.64
20240119124001,777.35
20240119125001,1361.62
20240119130001,1095.78
20240119131001,805.62
20240119132001,1043.63
20240119133001,666.56
20240119134001,551.46
20240119135001,630.25
20240119140001,1077.47
20240119141001,675.4
20240119142001,903.91
20240119143001,502.48
20240119144001,736.13
20240119145001,283.32
20240119150001,143.55
20240119151001,94.87
20240119152001,62.73
20240119153001,55.83
20240119154001,60.34
20240119155001,55.82
20240119160001,110.06
20240119161001,71.51
20240119162001,34.3
20240119163001,27.42
20240119164001,26.23
20240119165001,11.48
20240224090001,66.02
20240224091001,83.35
20240224092001,58.56
20240224093001,31.71
20240224094001,25.31
20240224095001,35.82
20240224100001,47.23
20240224101001,60.07
20240224102001,49.05
20240224103001,52.01
20240224104001,46.96
20240224105001,51.45
20240224110001,84.86
20240224111001,76.75
20240224112001,69.87
20240224113001,70.1
20240224114001,71.71
20240224115001,60.59
20240224120001,32.82
20240224121001,29.76
20240224122001,25.02
20240224123001,24.95
20240224124001,29.9
20240224125001,43.77
20240224130001,22.07
20240224131001,19.35
20240224132001,21.2
20240224133001,28.48
20240224134001,34.15
20240224135001,34.16
20240224140001,18.22
20240224141001,23.42
20240224142001,11.79
20240224143001,8.14
20240224144001,7.82
