序號,答案
20240117090001,1731.29
20240117091001,2163.06
20240117092001,2361.42
20240117093001,2587.66
20240117094001,1410.49
20240117095001,1356.65
20240117100001,1080.77
20240117101001,1245.55
20240117102001,1530.42
20240117103001,1647.66
20240117104001,1513.43
20240117105001,1652.2
20240117110001,870.46
20240117111001,909.78
20240117112001,681.53
20240117113001,706.23
20240117114001,777.74
20240117115001,968.77
20240117120001,1731.72
20240117121001,1104.29
20240117122001,1108.97
20240117123001,1682.76
20240117124001,2060.39
20240117125001,1626.3
20240117130001,1267.64
20240117131001,1288.74
20240117132001,1248.33
20240117133001,2183.74
20240117134001,2406.49
20240117135001,2351.3
20240117140001,1408.87
20240117141001,1526.94
20240117142001,880.93
20240117143001,384.06
20240117144001,627.95
20240117145001,435.52
20240117150001,1594.58
20240117151001,1084.89
20240117152001,585.92
20240117153001,458.57
20240117154001,316.54
20240117155001,1028.12
20240117160001,584.23
20240117161001,160.16
20240117162001,128.04
20240117163001,66.9
20240117164001,37.0
20240117165001,27.97
20240119090001,2409.54
20240119091001,2254.16
20240119092001,3073.96
20240119093001,3322.65
20240119094001,3592.38
20240119095001,3628.45
20240119100001,4372.2
20240119101001,3939.48
20240119102001,4825.71
20240119103001,14662.32
20240119104001,15063.33
20240119105001,15079.64
20240119110001,8081.72
20240119111001,11560.43
20240119112001,10421.5
20240119113001,10388.46
20240119114001,9331.35
20240119115001,11930.11
20240119120001,11633.48
20240119121001,6855.78
20240119122001,6510.61
20240119123001,7345.64
20240119124001,6838.51
20240119125001,10799.88
20240119130001,7887.32
20240119131001,6047.45
20240119132001,8399.7
20240119133001,5579.86
20240119134001,5319.32
20240119135001,5196.2
20240119140001,11882.77
20240119141001,7256.57
20240119142001,9693.12
20240119143001,5070.77
20240119144001,11674.81
20240119145001,3939.54
20240119150001,1557.32
20240119151001,1158.63
20240119152001,1000.99
20240119153001,814.23
20240119154001,717.86
20240119155001,689.68
20240119160001,750.2
20240119161001,495.96
20240119162001,256.15
20240119163001,146.79
20240119164001,106.47
20240119165001,62.05
20240224090001,743.99
20240224091001,778.55
20240224092001,626.13
20240224093001,353.47
20240224094001,260.71
20240224095001,334.44
20240224100001,1182.33
20240224101001,1581.6
20240224102001,1362.84
20240224103001,655.82
20240224104001,781.39
20240224105001,523.29
20240224110001,743.67
20240224111001,639.82
20240224112001,740.13
20240224113001,1045.5
20240224114001,1115.88
20240224115001,965.49
20240224120001,781.41
20240224121001,564.99
20240224122001,447.79
20240224123001,500.14
20240224124001,557.98
20240224125001,630.46
20240224130001,265.17
20240224131001,226.12
20240224132001,262.57
20240224133001,431.14
20240224134001,506.89
20240224135001,381.66
20240224140001,265.66
20240224141001,285.4
20240224142001,125.19
20240224143001,87.51
20240224144001,86.4
20240224145001,68.9
20240224150001,105.14
20240224151001,92.76
20240224152001,57.87
20240224153001,32.64
20240224154001,30.82
20240224155001,32.75
20240224160001,21.5
20240224161001,14.55
20240224162001,8.16
20240224163001,10.96
20240224164001,10.66
20240224165001,9.24
20240226090001,478.27
20240226091001,956.73
20240226092001,1058.26
20240226093001,1085.48
20240226094001,1079.95
20240226095001,1187.68
20240226100001,1065.94
20240226101001,1655.78
20240226102001,1779.8
20240226103001,1973.03
20240226104001,1977.67
20240226105001,2173.04
20240226110001,783.33
20240226111001,897.5
20240226112001,906.53
20240226113001,793.57
20240226114001,873.92
20240226115001,867.94
20240226120001,407.49
20240226121001,351.32
20240226122001,288.59
20240226123001,367.51
20240226124001,607.75
20240226125001,564.08
20240226130001,337.91
20240226131001,454.77
20240226132001,543.11
20240226133001,508.85
20240226134001,460.87
20240226135001,357.09
20240226140001,256.89
20240226141001,195.59
20240226142001,184.63
20240226143001,180.02
20240226144001,173.6
20240226145001,163.68
20240226150001,169.31
20240226151001,159.41
20240226152001,121.84
20240226153001,93.44
20240226154001,81.24
20240226155001,79.89
20240226160001,69.43
20240226161001,55.52
20240226162001,56.94
20240226163001,25.1
20240226164001,21.29
20240226165001,17.94
20240327090001,1162.16
20240327091001,1216.91
20240327092001,1196.32
20240327093001,1674.15
20240327094001,2490.98
20240327095001,3579.94
20240327100001,4669.36
20240327101001,7276.36
20240327102001,7290.98
20240327103001,6698.84
20240327104001,8616.05
20240327105001,8611.13
20240327110001,7107.03
20240327111001,6906.97
20240327112001,5001.05
20240327113001,4540.83
20240327114001,3422.62
20240327115001,3098.15
20240327120001,2803.23
20240327121001,2555.06
20240327122001,2555.42
20240327123001,2525.71
20240327124001,2409.65
20240327125001,2093.59
20240327130001,1882.85
20240327131001,1304.9
20240327132001,702.34
20240327133001,731.45
20240327134001,447.99
20240327135001,276.85
20240327140001,135.29
20240327141001,144.41
20240327142001,257.98
20240327143001,367.66
20240327144001,241.63
20240327145001,233.74
20240327150001,124.29
20240327151001,95.79
20240327152001,123.08
20240327153001,118.2
20240327154001,142.11
20240327155001,123.24
20240327160001,113.76
20240327161001,100.93
20240327162001,100.76
20240327163001,98.58
20240327164001,75.11
20240327165001,40.2
20240329090001,243.12
20240329091001,167.83
20240329092001,156.93
20240329093001,114.77
20240329094001,98.39
20240329095001,92.05
20240329100001,63.02
20240329101001,79.43
20240329102001,70.27
20240329103001,118.25
20240329104001,93.02
20240329105001,104.02
20240329110001,107.97
20240329111001,76.18
20240329112001,60.49
20240329113001,92.91
20240329114001,113.84
20240329115001,239.8
20240329120001,327.52
20240329121001,392.18
20240329122001,329.61
20240329123001,154.62
20240329124001,148.87
20240329125001,147.92
20240329130001,166.05
20240329131001,133.76
20240329132001,112.11
20240329133001,100.73
20240329134001,253.09
20240329135001,211.29
20240329140001,201.32
20240329141001,201.21
20240329142001,258.12
20240329143001,386.84
20240329144001,319.45
20240329145001,211.81
20240329150001,306.06
20240329151001,273.64
20240329152001,156.73
20240329153001,106.0
20240329154001,70.95
20240329155001,58.74
20240329160001,34.78
20240329161001,22.6
20240329162001,18.73
20240329163001,16.29
20240329164001,11.79
20240329165001,8.45
20240428090001,2382.05
20240428091001,3808.78
20240428092001,1332.69
20240428093001,357.1
20240428094001,207.81
20240428095001,237.56
20240428100001,382.57
20240428101001,1268.84
20240428102001,4184.79
20240428103001,4662.53
20240428104001,9997.09
20240428105001,6037.56
20240428110001,5741.11
20240428111001,7320.84
20240428112001,6157.03
20240428113001,3067.35
20240428114001,1627.04
20240428115001,1797.77
20240428120001,3794.44
20240428121001,3553.57
20240428122001,2605.35
20240428123001,2591.06
20240428124001,2880.51
20240428125001,1326.18
20240428130001,765.68
20240428131001,838.97
20240428132001,827.22
20240428133001,613.09
20240428134001,486.68
20240428135001,520.28
20240428140001,476.07
20240428141001,451.61
20240428142001,513.47
20240428143001,1182.3
20240428144001,1593.04
20240428145001,1522.62
20240428150001,2354.0
20240428151001,3540.91
20240428152001,1949.28
20240428153001,1278.62
20240428154001,1103.6
20240428155001,1184.2
20240428160001,1574.61
20240428161001,827.69
20240428162001,445.16
20240428163001,311.73
20240428164001,242.63
20240428165001,243.89
20240430090001,9455.72
20240430091001,9582.78
20240430092001,11167.7
20240430093001,12177.62
20240430094001,12314.86
20240430095001,12047.62
20240430100001,11956.62
20240430101001,8469.41
20240430102001,11794.24
20240430103001,13439.97
20240430104001,13839.0
20240430105001,10153.5
20240430110001,12242.12
20240430111001,11669.88
20240430112001,13400.77
20240430113001,12624.66
20240430114001,12924.6
20240430115001,9594.17
20240430120001,7943.23
20240430121001,11832.18
20240430122001,9983.88
20240430123001,14895.06
20240430124001,13141.06
20240430125001,9392.09
20240430130001,8257.64
20240430131001,7942.51
20240430132001,11079.83
20240430133001,14013.7
20240430134001,12275.7
20240430135001,10902.77
20240430140001,9792.46
20240430141001,7764.87
20240430142001,4999.82
20240430143001,2975.72
20240430144001,2560.63
20240430145001,3073.82
20240430150001,722.45
20240430151001,384.96
20240430152001,632.16
20240430153001,329.68
20240430154001,159.03
20240430155001,93.25
20240430160001,81.38
20240430161001,59.1
20240430162001,38.0
20240430163001,58.46
20240430164001,37.27
20240430165001,47.72
20240515090001,10354.62
20240515091001,9623.26
20240515092001,10935.45
20240515093001,10816.0
20240515094001,11360.95
20240515095001,10146.74
20240515100001,9816.34
20240515101001,9938.63
20240515102001,9770.68
20240515103001,8115.4
20240515104001,8935.62
20240515105001,11488.7
20240515110001,12420.48
20240515111001,11526.32
20240515112001,13094.16
20240515113001,12215.19
20240515114001,12425.12
20240515115001,13580.4
20240515120001,14061.88
20240515121001,15992.51
20240515122001,15890.93
20240515123001,13091.83
20240515124001,10436.11
20240515125001,13757.15
20240515130001,13639.66
20240515131001,13248.44
20240515132001,11023.42
20240515133001,9998.21
20240515134001,7396.47
20240515135001,8150.82
20240515140001,4101.95
20240515141001,2318.82
20240515142001,1939.76
20240515143001,1824.9
20240515144001,1546.8
20240515145001,1148.32
20240515150001,1244.97
20240515151001,742.69
20240515152001,597.41
20240515153001,525.09
20240515154001,258.95
20240515155001,310.41
20240515160001,255.41
20240515161001,220.57
20240515162001,195.03
20240515163001,145.64
20240515164001,128.4
20240515165001,78.5
20240520090001,3028.59
20240520091001,2755.3
20240520092001,2464.26
20240520093001,2357.92
20240520094001,1676.21
20240520095001,1698.0
20240520100001,930.43
20240520101001,1239.43
20240520102001,1274.14
20240520103001,1515.03
20240520104001,1746.74
20240520105001,1920.05
20240520110001,2267.99
20240520111001,2161.55
20240520112001,1871.86
20240520113001,1666.39
20240520114001,1464.85
20240520115001,1588.19
20240520120001,2890.93
20240520121001,2248.44
20240520122001,1782.65
20240520123001,786.52
20240520124001,1007.37
20240520125001,1128.08
20240520130001,1619.45
20240520131001,1015.24
20240520132001,681.14
20240520133001,347.68
20240520134001,414.49
20240520135001,458.49
20240520140001,688.82
20240520141001,646.11
20240520142001,644.76
20240520143001,748.12
20240520144001,1133.52
20240520145001,910.17
20240520150001,765.49
20240520151001,877.5
20240520152001,746.72
20240520153001,450.83
20240520154001,239.88
20240520155001,298.79
20240520160001,216.06
20240520161001,167.87
20240520162001,153.67
20240520163001,99.99
20240520164001,54.7
20240520165001,53.27
20240613090001,314.06
20240613091001,391.97
20240613092001,701.15
20240613093001,956.52
20240613094001,1000.74
20240613095001,1051.67
20240613100001,1002.38
20240613101001,1282.75
20240613102001,2685.51
20240613103001,3127.77
20240613104001,2597.52
20240613105001,2282.29
20240613110001,2626.22
20240613111001,2333.14
20240613112001,2789.62
20240613113001,5375.31
20240613114001,6149.86
20240613115001,5883.5
20240613120001,5117.29
20240613121001,3276.54
20240613122001,2073.5
20240613123001,2888.02
20240613124001,2517.18
20240613125001,1750.25
20240613130001,10562.63
20240613131001,9571.46
20240613132001,9248.09
20240613133001,2669.42
20240613134001,7493.33
20240613135001,7305.42
20240613140001,6165.43
20240613141001,5303.94
20240613142001,5882.1
20240613143001,1370.67
20240613144001,806.12
20240613145001,536.66
20240613150001,432.3
20240613151001,421.9
20240613152001,340.1
20240613153001,379.94
20240613154001,931.8
20240613155001,2113.37
20240613160001,1168.02
20240613161001,605.68
20240613162001,339.53
20240613163001,323.86
20240613164001,381.77
20240613165001,148.41
20240615090001,6677.71
20240615091001,5468.18
20240615092001,5953.56
20240615093001,7049.04
20240615094001,10008.09
20240615095001,9264.32
20240615100001,3581.62
20240615101001,4378.58
20240615102001,4648.04
20240615103001,5625.33
20240615104001,4053.55
20240615105001,4284.36
20240615110001,10032.35
20240615111001,6394.66
20240615112001,3440.56
20240615113001,2989.33
20240615114001,2986.07
20240615115001,3062.31
20240615120001,12862.27
20240615121001,10909.74
20240615122001,10793.91
20240615123001,8805.08
20240615124001,8703.5
20240615125001,9602.4
20240615130001,9422.9
20240615131001,8959.16
20240615132001,6926.26
20240615133001,6168.81
20240615134001,6669.1
20240615135001,5220.49
20240615140001,3479.41
20240615141001,5344.51
20240615142001,4300.79
20240615143001,3445.52
20240615144001,2974.42
20240615145001,2380.76
20240615150001,3562.94
20240615151001,2778.63
20240615152001,2782.49
20240615153001,2120.46
20240615154001,1809.72
20240615155001,1768.5
20240615160001,1814.27
20240615161001,1146.28
20240615162001,1057.5
20240615163001,417.83
20240615164001,322.58
20240615165001,193.52
20240703090001,3110.6
20240703091001,6387.03
20240703092001,8664.93
20240703093001,7761.02
20240703094001,8682.03
20240703095001,4793.43
20240703100001,2265.24
20240703101001,2107.71
20240703102001,4125.18
20240703103001,7347.81
20240703104001,11923.06
20240703105001,10518.46
20240703110001,11017.82
20240703111001,11419.15
20240703112001,10258.94
20240703113001,11661.97
20240703114001,11727.25
20240703115001,11727.9
20240703120001,10567.81
20240703121001,10853.31
20240703122001,10384.38
20240703123001,10785.68
20240703124001,10760.29
20240703125001,10351.5
20240703130001,9539.59
20240703131001,9021.57
20240703132001,8016.76
20240703133001,7423.73
20240703134001,6658.25
20240703135001,6489.91
20240703140001,6087.08
20240703141001,5839.32
20240703142001,5812.19
20240703143001,4901.07
20240703144001,4235.27
20240703145001,3311.5
20240703150001,2627.09
20240703151001,2014.19
20240703152001,1968.0
20240703153001,1875.06
20240703154001,1818.58
20240703155001,142.69
20240703160001,325.03
20240703161001,154.53
20240703162001,178.9
20240703163001,44.07
20240703164001,150.38
20240703165001,66.84
20240707090001,7819.81
20240707091001,8140.68
20240707092001,8595.09
20240707093001,9920.79
20240707094001,9888.03
20240707095001,9166.57
20240707100001,11337.46
20240707101001,11795.53
20240707102001,11463.04
20240707103001,12458.04
20240707104001,12520.01
20240707105001,7015.69
20240707110001,8274.95
20240707111001,10866.5
20240707112001,11760.62
20240707113001,11741.12
20240707114001,11600.71
20240707115001,11685.88
20240707120001,11949.56
20240707121001,11964.82
20240707122001,12328.3
20240707123001,12346.41
20240707124001,12373.29
20240707125001,12072.57
20240707130001,11522.11
20240707131001,10716.58
20240707132001,10254.18
20240707133001,10042.97
20240707134001,9286.97
20240707135001,8575.76
20240707140001,6281.2
20240707141001,6261.53
20240707142001,5329.77
20240707143001,5472.83
20240707144001,5290.12
20240707145001,4219.95
20240707150001,2761.5
20240707151001,2693.65
20240707152001,1289.19
20240707153001,862.96
20240707154001,357.85
20240707155001,874.33
20240707160001,394.24
20240707161001,452.59
20240707162001,261.05
20240707163001,254.88
20240707164001,89.64
20240707165001,61.22
20240125090002,181.28
20240125091002,184.14
20240125092002,192.62
20240125093002,230.5
20240125094002,276.56
20240125095002,128.0
20240125100002,79.67
20240125101002,83.19
20240125102002,142.11
20240125103002,165.86
20240125104002,165.81
20240125105002,342.5
20240125110002,730.51
20240125111002,1088.25
20240125112002,1438.56
20240125113002,1540.37
20240125114002,1869.7
20240125115002,1969.45
20240125120002,1812.59
20240125121002,1717.06
20240125122002,806.9
20240125123002,817.25
20240125124002,428.94
20240125125002,358.14
20240125130002,282.98
20240125131002,219.62
20240125132002,204.48
20240125133002,303.29
20240125134002,174.24
20240125135002,141.2
20240125140002,61.75
20240125141002,35.89
20240125142002,27.48
20240125143002,25.33
20240125144002,23.64
20240125145002,16.39
20240125150002,14.15
20240125151002,12.53
20240125152002,13.53
20240125153002,10.24
20240125154002,12.27
20240125155002,20.97
20240125160002,26.94
20240125161002,16.95
20240125162002,10.49
20240125163002,11.87
20240125164002,6.62
20240125165002,1.76
20240128090002,97.43
20240128091002,100.66
20240128092002,91.04
20240128093002,182.21
20240128094002,325.61
20240128095002,288.58
20240128100002,156.43
20240128101002,196.4
20240128102002,207.3
20240128103002,300.36
20240128104002,220.3
20240128105002,255.33
20240128110002,304.84
20240128111002,325.91
20240128112002,261.87
20240128113002,304.54
20240128114002,339.44
20240128115002,484.52
20240128120002,698.56
20240128121002,896.73
20240128122002,921.41
20240128123002,904.6
20240128124002,467.42
20240128125002,338.17
20240128130002,345.43
20240128131002,308.38
20240128132002,235.7
20240128133002,218.35
20240128134002,302.75
20240128135002,310.96
20240128140002,305.8
20240128141002,218.44
20240128142002,185.76
20240128143002,185.27
20240128144002,139.36
20240128145002,131.16
20240128150002,103.0
20240128151002,86.99
20240128152002,145.79
20240128153002,128.28
20240128154002,77.67
20240128155002,59.06
20240128160002,33.03
20240128161002,12.24
20240128162002,15.72
20240128163002,15.42
20240128164002,6.07
20240128165002,2.67
20240213090002,4592.74
20240213091002,3669.88
20240213092002,4634.48
20240213093002,8675.89
20240213094002,11435.73
20240213095002,15956.16
20240213100002,18154.7
20240213101002,17046.36
20240213102002,18001.52
20240213103002,18569.75
20240213104002,19019.15
20240213105002,20514.34
20240213110002,15511.65
20240213111002,14032.62
20240213112002,17720.88
20240213113002,16570.6
20240213114002,17792.72
20240213115002,14101.91
20240213120002,20134.36
20240213121002,19770.46
20240213122002,20082.21
20240213123002,19552.13
20240213124002,13357.68
20240213125002,14268.22
20240213130002,6694.55
20240213131002,2697.03
20240213132002,3044.27
20240213133002,2017.69
20240213134002,1032.53
20240213135002,628.26
20240213140002,2080.0
20240213141002,1828.26
20240213142002,2028.85
20240213143002,1842.32
20240213144002,1241.33
20240213145002,1161.31
20240213150002,1878.62
20240213151002,1225.32
20240213152002,1626.62
20240213153002,1682.43
20240213154002,1336.55
20240213155002,957.3
20240213160002,710.22
20240213161002,938.69
20240213162002,468.3
20240213163002,111.45
20240213164002,80.61
20240213165002,60.05
20240226090002,552.27
20240226091002,1025.94
20240226092002,1098.42
20240226093002,1167.49
20240226094002,1169.14
20240226095002,1203.18
20240226100002,1160.54
20240226101002,1835.29
20240226102002,1791.42
20240226103002,1977.15
20240226104002,1906.67
20240226105002,2081.77
20240226110002,1271.72
20240226111002,1472.87
20240226112002,1461.92
20240226113002,1144.96
20240226114002,1042.44
20240226115002,1013.47
20240226120002,801.05
20240226121002,653.14
20240226122002,588.02
20240226123002,713.58
20240226124002,1193.98
20240226125002,1156.72
20240226130002,328.18
20240226131002,458.59
20240226132002,515.25
20240226133002,519.26
20240226134002,460.49
20240226135002,356.79
20240226140002,258.53
20240226141002,188.94
20240226142002,174.09
20240226143002,165.87
20240226144002,165.36
20240226145002,163.85
20240226150002,165.45
20240226151002,159.68
20240226152002,129.32
20240226153002,91.04
20240226154002,74.64
20240226155002,61.04
20240226160002,68.38
20240226161002,48.49
20240226162002,46.31
20240226163002,24.22
20240226164002,18.27
20240226165002,13.42
20240319090002,80.08
20240319091002,44.61
20240319092002,60.02
20240319093002,51.49
20240319094002,65.46
20240319095002,126.57
20240319100002,203.22
20240319101002,202.5
20240319102002,165.65
20240319103002,157.34
20240319104002,166.31
20240319105002,169.28
20240319110002,236.23
20240319111002,284.32
20240319112002,410.56
20240319113002,492.03
20240319114002,366.47
20240319115002,187.0
20240319120002,223.25
20240319121002,502.91
20240319122002,405.0
20240319123002,285.93
20240319124002,263.2
20240319125002,298.36
20240319130002,280.89
20240319131002,245.01
20240319132002,215.44
20240319133002,192.77
20240319134002,139.19
20240319135002,125.52
20240319140002,105.82
20240319141002,99.33
20240319142002,130.47
20240319143002,105.92
20240319144002,102.7
20240319145002,114.23
20240319150002,146.66
20240319151002,146.1
20240319152002,190.77
20240319153002,115.58
20240319154002,86.41
20240319155002,46.67
20240319160002,32.96
20240319161002,14.23
20240319162002,9.52
20240319163002,9.59
20240319164002,8.23
20240319165002,5.58
20240427090002,937.08
20240427091002,687.67
20240427092002,503.89
20240427093002,516.58
20240427094002,609.62
20240427095002,727.85
20240427100002,465.97
20240427101002,722.12
20240427102002,1250.16
20240427103002,1451.12
20240427104002,1360.17
20240427105002,1672.42
20240427110002,1538.63
20240427111002,1678.06
20240427112002,1445.18
20240427113002,1402.92
20240427114002,1232.01
20240427115002,846.22
20240427120002,983.5
20240427121002,1291.14
20240427122002,1290.71
20240427123002,965.96
20240427124002,803.95
20240427125002,692.48
20240427130002,1921.76
20240427131002,1968.28
20240427132002,1201.63
20240427133002,2354.1
20240427134002,4781.24
20240427135002,3162.95
20240427140002,2513.07
20240427141002,2536.49
20240427142002,2020.09
20240427143002,1457.48
20240427144002,1755.4
20240427145002,1556.04
20240427150002,2406.56
20240427151002,1946.05
20240427152002,1097.34
20240427153002,754.08
20240427154002,633.13
20240427155002,900.77
20240427160002,811.37
20240427161002,967.95
20240427162002,481.36
20240427163002,157.37
20240427164002,418.33
20240427165002,310.9
20240508090002,1774.23
20240508091002,891.73
20240508092002,1104.39
20240508093002,880.16
20240508094002,873.53
20240508095002,1142.4
20240508100002,785.27
20240508101002,942.99
20240508102002,790.71
20240508103002,580.97
20240508104002,376.61
20240508105002,451.5
20240508110002,505.51
20240508111002,397.21
20240508112002,1058.04
20240508113002,876.68
20240508114002,872.64
20240508115002,949.01
20240508120002,1769.65
20240508121002,1590.32
20240508122002,2106.56
20240508123002,958.78
20240508124002,449.03
20240508125002,212.46
20240508130002,81.11
20240508131002,57.71
20240508132002,34.95
20240508133002,48.07
20240508134002,96.61
20240508135002,101.81
20240508140002,145.93
20240508141002,354.69
20240508142002,669.83
20240508143002,247.04
20240508144002,92.61
20240508145002,81.25
20240508150002,39.49
20240508151002,37.8
20240508152002,47.91
20240508153002,18.35
20240508154002,14.46
20240508155002,5.96
20240508160002,6.5
20240508161002,11.35
20240508162002,15.81
20240508163002,13.7
20240508164002,7.11
20240508165002,4.0
20240705090002,7290.9
20240705091002,7854.1
20240705092002,8505.78
20240705093002,9070.4
20240705094002,9788.21
20240705095002,10387.54
20240705100002,11470.56
20240705101002,11281.32
20240705102002,11555.82
20240705103002,12142.21
20240705104002,12023.88
20240705105002,2766.42
20240705110002,5154.37
20240705111002,508.42
20240705112002,2780.44
20240705113002,11064.75
20240705114002,10634.82
20240705115002,11118.47
20240705120002,11778.84
20240705121002,11541.68
20240705122002,11897.43
20240705123002,11452.65
20240705124002,11345.13
20240705125002,10841.27
20240705130002,10268.75
20240705131002,9640.35
20240705132002,9132.58
20240705133002,8280.2
20240705134002,8457.34
20240705135002,8173.19
20240705140002,6788.93
20240705141002,6705.08
20240705142002,6467.19
20240705143002,4417.73
20240705144002,5498.19
20240705145002,1767.33
20240705150002,1802.97
20240705151002,1706.73
20240705152002,2297.98
20240705153002,2302.16
20240705154002,215.99
20240705155002,247.38
20240705160002,355.2
20240705161002,171.1
20240705162002,299.64
20240705163002,170.78
20240705164002,101.14
20240705165002,135.08
