序號,答案
20240117090001,101.25
20240117091001,128.25
20240117092001,142.25
20240117093001,119.89
20240117094001,95.74
20240117095001,86.38
20240117100001,75.73
20240117101001,80.98
20240117102001,118.14
20240117103001,128.98
20240117104001,112.24
20240117105001,112.57
20240117110001,90.19
20240117111001,58.26
20240117112001,38.98
20240117113001,49.56
20240117114001,54.59
20240117115001,58.34
20240117120001,71.41
20240117121001,61.82
20240117122001,79.74
20240117123001,151.89
20240117124001,324.38
20240117125001,451.19
20240117130001,149.33
20240117131001,125.04
20240117132001,165.17
20240117133001,362.55
20240117134001,508.83
20240117135001,372.82
20240117140001,121.4
20240117141001,143.53
20240117142001,75.12
20240117143001,41.97
20240117144001,46.22
20240117145001,52.62
20240117150001,434.01
20240117151001,168.28
20240117152001,83.65
20240117153001,68.0
20240117154001,50.86
20240117155001,143.67
20240117160001,188.72
20240117161001,34.5
20240117162001,22.71
20240117163001,26.09
20240117164001,6.89
20240117165001,4.7
20240119090001,329.18
20240119091001,425.34
20240119092001,440.57
20240119093001,400.98
20240119094001,510.47
20240119095001,509.84
20240119100001,466.92
20240119101001,582.26
20240119102001,582.32
20240119103001,1247.47
20240119104001,1173.53
20240119105001,1026.86
20240119110001,1332.26
20240119111001,1608.88
20240119112001,1673.99
20240119113001,1564.5
20240119114001,1251.64
20240119115001,1510.21
20240119120001,1373.71
20240119121001,795.02
20240119122001,751.22
20240119123001,733.72
20240119124001,704.26
20240119125001,1297.28
20240119130001,911.41
20240119131001,633.11
20240119132001,1016.31
20240119133001,662.1
20240119134001,530.59
20240119135001,491.8
20240119140001,714.18
20240119141001,405.39
20240119142001,708.48
20240119143001,452.91
20240119144001,749.73
20240119145001,262.53
20240119150001,162.09
20240119151001,124.72
20240119152001,83.09
20240119153001,57.79
20240119154001,57.78
20240119155001,61.9
20240119160001,87.91
20240119161001,52.49
20240119162001,31.38
20240119163001,20.6
20240119164001,15.94
20240119165001,7.29
20240224090001,68.0
20240224091001,76.64
20240224092001,62.1
20240224093001,41.94
20240224094001,29.94
20240224095001,38.2
20240224100001,74.54
20240224101001,84.19
20240224102001,68.26
20240224103001,54.74
20240224104001,58.55
20240224105001,61.87
20240224110001,72.3
20240224111001,67.33
20240224112001,79.18
20240224113001,93.35
20240224114001,71.54
20240224115001,51.33
20240224120001,45.16
20240224121001,45.2
20240224122001,34.43
20240224123001,41.94
20240224124001,41.94
20240224125001,39.43
20240224130001,28.23
20240224131001,23.71
20240224132001,23.73
20240224133001,33.41
20240224134001,41.15
20240224135001,35.96
20240224140001,28.49
20240224141001,24.71
20240224142001,9.31
20240224143001,9.58
20240224144001,8.4
20240224145001,7.01
20240224150001,13.92
20240224151001,12.28
20240224152001,6.25
20240224153001,3.97
20240224154001,3.34
20240224155001,2.96
20240224160001,2.64
20240224161001,1.64
20240224162001,0.96
20240224163001,1.13
20240224164001,0.73
20240224165001,0.96
20240226090001,40.84
20240226091001,61.99
20240226092001,56.03
20240226093001,64.83
20240226094001,76.0
20240226095001,85.54
20240226100001,86.45
20240226101001,98.49
20240226102001,81.13
20240226103001,89.91
20240226104001,115.81
20240226105001,159.1
20240226110001,256.04
20240226111001,282.91
20240226112001,190.73
20240226113001,178.57
20240226114001,136.36
20240226115001,114.55
20240226120001,102.11
20240226121001,83.07
20240226122001,71.56
20240226123001,78.51
20240226124001,78.09
20240226125001,84.31
20240226130001,61.43
20240226131001,78.81
20240226132001,70.52
20240226133001,69.61
20240226134001,69.56
20240226135001,54.79
20240226140001,21.16
20240226141001,16.56
20240226142001,18.48
20240226143001,15.0
20240226144001,18.47
20240226145001,16.88
20240226150001,14.46
20240226151001,13.28
20240226152001,11.04
20240226153001,6.8
20240226154001,7.03
20240226155001,5.96
20240226160001,9.12
20240226161001,8.25
20240226162001,4.9
20240226163001,3.0
20240226164001,2.7
20240226165001,2.04
20240327090001,84.35
20240327091001,85.72
20240327092001,85.76
20240327093001,134.43
20240327094001,236.03
20240327095001,386.37
20240327100001,439.51
20240327101001,587.24
20240327102001,564.44
20240327103001,466.41
20240327104001,675.46
20240327105001,717.57
20240327110001,737.92
20240327111001,693.77
20240327112001,529.79
20240327113001,406.56
20240327114001,259.5
20240327115001,243.48
20240327120001,287.89
20240327121001,233.82
20240327122001,234.12
20240327123001,225.41
20240327124001,226.29
20240327125001,162.44
20240327130001,222.77
20240327131001,147.02
20240327132001,77.73
20240327133001,68.29
20240327134001,42.09
20240327135001,25.89
20240327140001,15.09
20240327141001,15.06
20240327142001,19.01
20240327143001,30.64
20240327144001,26.76
20240327145001,30.22
20240327150001,10.69
20240327151001,8.96
20240327152001,9.39
20240327153001,9.4
20240327154001,11.65
20240327155001,11.33
20240327160001,11.44
20240327161001,9.77
20240327162001,9.04
20240327163001,7.27
20240327164001,7.27
20240327165001,3.5
20240329090001,24.43
20240329091001,16.49
20240329092001,13.85
20240329093001,12.48
20240329094001,10.76
20240329095001,12.48
20240329100001,7.7
20240329101001,9.32
20240329102001,7.54
20240329103001,8.75
20240329104001,7.66
20240329105001,9.62
20240329110001,11.38
20240329111001,7.7
20240329112001,7.03
20240329113001,8.85
20240329114001,11.38
20240329115001,22.37
20240329120001,33.12
20240329121001,36.87
20240329122001,27.02
20240329123001,13.88
20240329124001,12.46
20240329125001,12.65
20240329130001,14.9
20240329131001,10.01
20240329132001,9.67
20240329133001,8.57
20240329134001,17.59
20240329135001,14.9
20240329140001,16.73
20240329141001,13.93
20240329142001,20.12
20240329143001,29.95
20240329144001,24.13
20240329145001,16.57
20240329150001,24.58
20240329151001,21.63
20240329152001,13.96
20240329153001,11.13
20240329154001,8.39
20240329155001,6.42
20240329160001,3.39
20240329161001,2.16
20240329162001,1.81
20240329163001,1.43
20240329164001,0.96
20240329165001,0.82
20240428090001,165.46
20240428091001,251.28
20240428092001,122.81
20240428093001,34.46
20240428094001,32.54
20240428095001,32.7
20240428100001,41.11
20240428101001,123.93
20240428102001,248.67
20240428103001,286.03
20240428104001,585.98
20240428105001,281.39
20240428110001,917.88
20240428111001,1144.85
20240428112001,1147.77
20240428113001,344.99
20240428114001,244.68
20240428115001,244.68
20240428120001,280.19
20240428121001,281.04
20240428122001,188.1
20240428123001,211.99
20240428124001,179.04
20240428125001,83.37
20240428130001,65.54
20240428131001,60.13
20240428132001,53.63
20240428133001,26.04
20240428134001,24.51
20240428135001,32.42
20240428140001,22.33
20240428141001,19.87
20240428142001,20.72
20240428143001,58.77
20240428144001,92.73
20240428145001,95.17
20240428150001,201.73
20240428151001,279.43
20240428152001,204.65
20240428153001,107.78
20240428154001,95.81
20240428155001,110.82
20240428160001,91.96
20240428161001,73.55
20240428162001,25.76
20240428163001,18.71
20240428164001,18.65
20240428165001,18.23
20240430090001,912.28
20240430091001,914.81
20240430092001,1001.16
20240430093001,1194.15
20240430094001,1089.4
20240430095001,1067.71
20240430100001,1163.64
20240430101001,837.64
20240430102001,1134.78
20240430103001,1283.58
20240430104001,1341.02
20240430105001,1378.15
20240430110001,1299.49
20240430111001,1282.41
20240430112001,1317.94
20240430113001,1293.24
20240430114001,1335.21
20240430115001,1276.56
20240430120001,707.72
20240430121001,985.9
20240430122001,972.26
20240430123001,1192.97
20240430124001,1174.25
20240430125001,952.36
20240430130001,735.26
20240430131001,728.88
20240430132001,903.43
20240430133001,822.63
20240430134001,614.07
20240430135001,614.07
20240430140001,744.2
20240430141001,598.05
20240430142001,436.75
20240430143001,276.08
20240430144001,265.22
20240430145001,214.26
20240430150001,133.8
20240430151001,64.84
20240430152001,97.52
20240430153001,65.67
20240430154001,19.04
20240430155001,12.51
20240430160001,5.51
20240430161001,3.51
20240430162001,1.8
20240430163001,4.24
20240430164001,1.67
20240430165001,3.08
20240515090001,719.53
20240515091001,878.53
20240515092001,903.4
20240515093001,874.61
20240515094001,898.43
20240515095001,898.27
20240515100001,769.04
20240515101001,850.1
20240515102001,885.3
20240515103001,770.06
20240515104001,744.04
20240515105001,985.26
20240515110001,1178.73
20240515111001,1119.26
20240515112001,1316.67
20240515113001,1184.2
20240515114001,1311.59
20240515115001,1178.94
20240515120001,1253.53
20240515121001,1399.04
20240515122001,1381.29
20240515123001,1467.79
20240515124001,1181.58
20240515125001,1343.36
20240515130001,1188.52
20240515131001,1176.52
20240515132001,1116.25
20240515133001,726.88
20240515134001,452.74
20240515135001,619.94
20240515140001,297.68
20240515141001,187.35
20240515142001,162.02
20240515143001,142.7
20240515144001,133.68
20240515145001,101.34
20240515150001,100.44
20240515151001,72.45
20240515152001,66.27
20240515153001,48.02
20240515154001,24.57
20240515155001,29.06
20240515160001,29.93
20240515161001,24.46
20240515162001,14.56
20240515163001,7.67
20240515164001,5.84
20240515165001,5.08
20240520090001,312.68
20240520091001,343.67
20240520092001,303.4
20240520093001,303.4
20240520094001,244.19
20240520095001,229.34
20240520100001,301.85
20240520101001,321.09
20240520102001,321.15
20240520103001,321.15
20240520104001,301.96
20240520105001,301.96
20240520110001,245.83
20240520111001,235.8
20240520112001,213.4
20240520113001,213.4
20240520114001,211.15
20240520115001,228.18
20240520120001,266.19
20240520121001,231.83
20240520122001,209.28
20240520123001,153.43
20240520124001,169.11
20240520125001,209.26
20240520130001,162.0
20240520131001,159.0
20240520132001,124.45
20240520133001,80.41
20240520134001,73.86
20240520135001,96.62
20240520140001,52.71
20240520141001,48.04
20240520142001,42.37
20240520143001,71.9
20240520144001,85.35
20240520145001,91.03
20240520150001,158.25
20240520151001,160.91
20240520152001,94.27
20240520153001,48.01
20240520154001,31.45
20240520155001,31.94
20240520160001,37.51
20240520161001,31.99
20240520162001,31.5
20240520163001,26.75
20240520164001,24.23
20240520165001,18.79
20240613090001,33.13
20240613091001,64.43
20240613092001,99.32
20240613093001,129.6
20240613094001,137.58
20240613095001,126.26
20240613100001,132.61
20240613101001,166.16
20240613102001,363.81
20240613103001,408.28
20240613104001,228.96
20240613105001,234.85
20240613110001,323.25
20240613111001,332.93
20240613112001,483.92
20240613113001,647.02
20240613114001,750.03
20240613115001,648.24
20240613120001,662.74
20240613121001,781.28
20240613122001,662.18
20240613123001,768.85
20240613124001,447.87
20240613125001,310.6
20240613130001,1069.74
20240613131001,1018.02
20240613132001,863.5
20240613133001,163.81
20240613134001,735.95
20240613135001,789.63
20240613140001,617.37
20240613141001,557.59
20240613142001,920.98
20240613143001,92.79
20240613144001,80.59
20240613145001,71.16
20240613150001,37.28
20240613151001,57.64
20240613152001,61.38
20240613153001,62.8
20240613154001,69.48
20240613155001,208.0
20240613160001,74.96
20240613161001,36.66
20240613162001,30.65
20240613163001,25.12
20240613164001,25.06
20240613165001,13.9
20240615090001,416.19
20240615091001,341.1
20240615092001,493.7
20240615093001,416.72
20240615094001,507.03
20240615095001,995.08
20240615100001,847.16
20240615101001,863.96
20240615102001,863.62
20240615103001,893.25
20240615104001,582.98
20240615105001,758.68
20240615110001,802.85
20240615111001,695.84
20240615112001,576.27
20240615113001,513.04
20240615114001,691.87
20240615115001,855.45
20240615120001,1169.87
20240615121001,1138.53
20240615122001,1176.38
20240615123001,1103.09
20240615124001,1080.57
20240615125001,1061.15
20240615130001,1042.51
20240615131001,1042.04
20240615132001,705.8
20240615133001,551.62
20240615134001,704.94
20240615135001,625.53
20240615140001,513.18
20240615141001,704.56
20240615142001,606.65
20240615143001,318.41
20240615144001,318.18
20240615145001,230.2
20240615150001,356.83
20240615151001,361.72
20240615152001,207.67
20240615153001,161.94
20240615154001,177.52
20240615155001,162.87
20240615160001,174.23
20240615161001,185.96
20240615162001,133.19
20240615163001,104.35
20240615164001,139.25
20240615165001,38.99
20240703090001,321.56
20240703091001,643.73
20240703092001,667.22
20240703093001,797.78
20240703094001,716.71
20240703095001,514.47
20240703100001,275.46
20240703101001,325.05
20240703102001,468.51
20240703103001,902.41
20240703104001,1125.37
20240703105001,1165.03
20240703110001,1120.68
20240703111001,1209.46
20240703112001,934.57
20240703113001,1163.53
20240703114001,1095.56
20240703115001,1095.57
20240703120001,1148.28
20240703121001,1210.21
20240703122001,1078.36
20240703123001,1016.02
20240703124001,1012.36
20240703125001,922.46
20240703130001,947.47
20240703131001,869.04
20240703132001,768.2
20240703133001,755.6
20240703134001,718.55
20240703135001,678.98
20240703140001,550.14
20240703141001,490.84
20240703142001,450.97
20240703143001,398.14
20240703144001,432.06
20240703145001,289.59
20240703150001,185.37
20240703151001,259.05
20240703152001,185.08
20240703153001,143.84
20240703154001,104.53
20240703155001,9.54
20240703160001,79.63
20240703161001,22.65
20240703162001,23.33
20240703163001,4.61
20240703164001,21.83
20240703165001,7.52
20240707090001,722.88
20240707091001,817.28
20240707092001,924.19
20240707093001,925.46
20240707094001,986.14
20240707095001,1056.9
20240707100001,1051.63
20240707101001,1147.11
20240707102001,1143.58
20240707103001,1143.59
20240707104001,1217.45
20240707105001,1145.08
20240707110001,947.7
20240707111001,1141.35
20240707112001,1237.09
20240707113001,1236.84
20240707114001,1236.26
20240707115001,1236.64
20240707120001,1223.07
20240707121001,1223.51
20240707122001,1187.69
20240707123001,1142.96
20240707124001,1112.75
20240707125001,1098.0
20240707130001,1075.81
20240707131001,935.8
20240707132001,908.73
20240707133001,836.66
20240707134001,806.15
20240707135001,724.82
20240707140001,724.39
20240707141001,716.81
20240707142001,555.3
20240707143001,619.1
20240707144001,579.33
20240707145001,472.64
20240707150001,350.69
20240707151001,341.99
20240707152001,138.62
20240707153001,68.33
20240707154001,28.86
20240707155001,101.44
20240707160001,36.49
20240707161001,55.58
20240707162001,19.66
20240707163001,30.09
20240707164001,8.08
20240707165001,7.56
20240125090002,13.31
20240125091002,11.27
20240125092002,11.86
20240125093002,17.45
20240125094002,17.42
20240125095002,11.0
20240125100002,6.47
20240125101002,8.65
20240125102002,12.64
20240125103002,19.81
20240125104002,23.01
20240125105002,22.03
20240125110002,31.95
20240125111002,41.72
20240125112002,62.3
20240125113002,78.08
20240125114002,79.86
20240125115002,89.28
20240125120002,150.06
20240125121002,148.62
20240125122002,68.24
20240125123002,67.91
20240125124002,36.98
20240125125002,32.72
20240125130002,29.19
20240125131002,26.17
20240125132002,20.94
20240125133002,25.93
20240125134002,19.64
20240125135002,16.94
20240125140002,8.99
20240125141002,6.02
20240125142002,4.42
20240125143002,4.03
20240125144002,3.71
20240125145002,2.1
20240125150002,1.17
20240125151002,1.18
20240125152002,1.31
20240125153002,0.91
20240125154002,1.3
20240125155002,2.52
20240125160002,3.06
20240125161002,1.41
20240125162002,1.11
20240125163002,1.27
20240125164002,0.64
20240125165002,0.37
20240128090002,13.9
20240128091002,14.42
20240128092002,14.14
20240128093002,24.68
20240128094002,35.6
20240128095002,30.72
20240128100002,20.22
20240128101002,21.12
20240128102002,26.54
20240128103002,32.03
20240128104002,25.76
20240128105002,30.53
20240128110002,46.84
20240128111002,55.67
20240128112002,61.19
20240128113002,66.08
20240128114002,49.0
20240128115002,64.81
20240128120002,94.23
20240128121002,93.88
20240128122002,97.74
20240128123002,85.45
20240128124002,48.97
20240128125002,40.8
20240128130002,36.45
20240128131002,27.79
20240128132002,23.78
20240128133002,21.81
20240128134002,27.48
20240128135002,27.48
20240128140002,21.11
20240128141002,22.26
20240128142002,19.25
20240128143002,19.13
20240128144002,15.08
20240128145002,12.98
20240128150002,9.71
20240128151002,8.34
20240128152002,14.85
20240128153002,11.37
20240128154002,9.86
20240128155002,5.84
20240128160002,4.11
20240128161002,1.31
20240128162002,1.27
20240128163002,1.32
20240128164002,0.66
20240128165002,0.29
20240213090002,407.77
20240213091002,431.42
20240213092002,515.33
20240213093002,487.89
20240213094002,1192.86
20240213095002,1154.69
20240213100002,1838.81
20240213101002,1751.67
20240213102002,2034.01
20240213103002,1895.84
20240213104002,1705.89
20240213105002,1750.94
20240213110002,1724.07
20240213111002,1880.15
20240213112002,1757.55
20240213113002,1837.77
20240213114002,1836.74
20240213115002,1483.27
20240213120002,1510.93
20240213121002,1509.88
20240213122002,1600.01
20240213123002,1629.48
20240213124002,1103.84
20240213125002,1372.78
20240213130002,648.31
20240213131002,225.72
20240213132002,131.4
20240213133002,128.33
20240213134002,137.33
20240213135002,154.8
20240213140002,157.01
20240213141002,123.31
20240213142002,136.25
20240213143002,135.85
20240213144002,112.24
20240213145002,97.14
20240213150002,102.79
20240213151002,81.07
20240213152002,58.7
20240213153002,56.43
20240213154002,30.81
20240213155002,21.06
20240213160002,45.67
20240213161002,42.12
20240213162002,26.46
20240213163002,19.26
20240213164002,12.21
20240213165002,9.12
20240226090002,33.26
20240226091002,50.23
20240226092002,45.09
20240226093002,58.48
20240226094002,63.66
20240226095002,72.1
20240226100002,87.71
20240226101002,102.41
20240226102002,85.36
20240226103002,102.41
20240226104002,101.76
20240226105002,143.85
20240226110002,264.44
20240226111002,244.03
20240226112002,206.46
20240226113002,189.51
20240226114002,113.54
20240226115002,106.08
20240226120002,104.52
20240226121002,84.42
20240226122002,82.19
20240226123002,100.14
20240226124002,82.5
20240226125002,105.08
20240226130002,57.68
20240226131002,74.28
20240226132002,68.39
20240226133002,67.59
20240226134002,66.12
20240226135002,53.1
20240226140002,21.52
20240226141002,16.28
20240226142002,19.21
20240226143002,16.96
20240226144002,19.2
20240226145002,15.94
20240226150002,12.25
20240226151002,13.43
20240226152002,11.72
20240226153002,6.07
20240226154002,5.78
20240226155002,5.38
20240226160002,10.06
20240226161002,10.36
20240226162002,6.3
20240226163002,2.81
20240226164002,2.38
20240226165002,1.81
20240319090002,8.53
20240319091002,4.69
20240319092002,5.55
20240319093002,4.05
20240319094002,5.24
20240319095002,12.99
20240319100002,29.76
20240319101002,24.26
20240319102002,23.32
20240319103002,14.54
20240319104002,14.54
20240319105002,17.04
20240319110002,26.36
20240319111002,26.84
20240319112002,45.25
20240319113002,53.85
20240319114002,36.53
20240319115002,16.83
20240319120002,16.71
20240319121002,45.95
20240319122002,33.65
20240319123002,29.54
20240319124002,28.79
20240319125002,33.25
20240319130002,33.2
20240319131002,25.44
20240319132002,21.79
20240319133002,21.43
20240319134002,17.1
20240319135002,15.74
20240319140002,12.54
20240319141002,11.48
20240319142002,12.62
20240319143002,12.31
20240319144002,12.62
20240319145002,12.95
20240319150002,13.85
20240319151002,15.23
20240319152002,17.63
20240319153002,13.57
20240319154002,9.14
20240319155002,4.96
20240319160002,3.15
20240319161002,1.4
20240319162002,0.89
20240319163002,1.0
20240319164002,1.09
20240319165002,0.8
20240427090002,159.53
20240427091002,104.19
20240427092002,65.12
20240427093002,74.14
20240427094002,87.07
20240427095002,103.91
20240427100002,72.39
20240427101002,111.82
20240427102002,160.38
20240427103002,174.22
20240427104002,200.93
20240427105002,219.61
20240427110002,207.52
20240427111002,206.02
20240427112002,170.16
20240427113002,165.3
20240427114002,158.58
20240427115002,136.06
20240427120002,131.77
20240427121002,172.01
20240427122002,149.35
20240427123002,133.41
20240427124002,109.26
20240427125002,109.26
20240427130002,211.87
20240427131002,221.48
20240427132002,158.84
20240427133002,232.99
20240427134002,514.72
20240427135002,339.1
20240427140002,306.76
20240427141002,325.73
20240427142002,239.4
20240427143002,200.37
20240427144002,243.1
20240427145002,225.02
20240427150002,160.59
20240427151002,160.47
20240427152002,118.43
20240427153002,72.31
20240427154002,57.67
20240427155002,67.06
20240427160002,95.36
20240427161002,96.57
20240427162002,56.73
20240427163002,18.39
20240427164002,52.1
20240427165002,47.0
20240508090002,151.93
20240508091002,75.17
20240508092002,78.71
20240508093002,88.68
20240508094002,88.51
20240508095002,106.91
20240508100002,87.06
20240508101002,119.74
20240508102002,91.34
20240508103002,74.97
20240508104002,37.69
20240508105002,47.73
20240508110002,43.2
20240508111002,34.89
20240508112002,79.18
20240508113002,88.83
20240508114002,102.61
20240508115002,102.69
20240508120002,150.27
20240508121002,109.99
20240508122002,178.75
20240508123002,74.07
20240508124002,34.54
20240508125002,15.07
20240508130002,8.82
20240508131002,7.04
20240508132002,3.85
20240508133002,4.43
20240508134002,11.01
20240508135002,13.01
20240508140002,17.48
20240508141002,41.97
20240508142002,73.2
20240508143002,29.48
20240508144002,9.7
20240508145002,7.18
20240508150002,3.44
20240508151002,3.67
20240508152002,4.57
20240508153002,1.54
20240508154002,1.15
20240508155002,0.47
20240508160002,0.77
20240508161002,1.14
20240508162002,1.41
20240508163002,1.17
20240508164002,0.56
20240508165002,0.32
20240705090002,663.48
20240705091002,764.93
20240705092002,829.73
20240705093002,904.7
20240705094002,968.21
20240705095002,987.8
20240705100002,977.57
20240705101002,1069.15
20240705102002,1083.78
20240705103002,1164.53
20240705104002,1195.73
20240705105002,236.02
20240705110002,667.37
20240705111002,67.5
20240705112002,257.85
20240705113002,1378.99
20240705114002,1267.57
20240705115002,1219.42
20240705120002,1183.68
20240705121002,1140.26
20240705122002,1226.21
20240705123002,1186.32
20240705124002,1133.26
20240705125002,1073.59
20240705130002,1048.93
20240705131002,1049.98
20240705132002,971.93
20240705133002,910.12
20240705134002,904.09
20240705135002,870.56
20240705140002,868.12
20240705141002,807.51
20240705142002,718.58
20240705143002,472.02
20240705144002,610.25
20240705145002,189.25
20240705150002,171.01
20240705151002,228.64
20240705152002,228.43
20240705153002,181.46
20240705154002,19.35
20240705155002,20.79
20240705160002,41.73
20240705161002,22.49
20240705162002,30.42
20240705163002,14.78
20240705164002,10.14
20240705165002,15.05
20240707090002,746.93
20240707091002,746.45
20240707092002,786.86
20240707093002,933.57
20240707094002,983.36
20240707095002,1038.88
20240707100002,955.42
20240707101002,1064.63
20240707102002,1074.18
20240707103002,1074.15
20240707104002,1169.89
20240707105002,1137.95
20240707110002,835.02
20240707111002,1086.06
20240707112002,1186.63
20240707113002,1189.49
20240707114002,1190.59
20240707115002,1190.56
20240707120002,1216.22
20240707121002,1179.15
20240707122002,1172.66
20240707123002,1136.73
20240707124002,1142.39
20240707125002,1134.43
20240707130002,1085.44
20240707131002,1008.21
20240707132002,979.59
20240707133002,884.69
20240707134002,835.31
20240707135002,819.67
20240707140002,755.28
20240707141002,715.29
20240707142002,593.99
20240707143002,626.01
20240707144002,649.2
20240707145002,505.51
20240707150002,409.82
20240707151002,371.19
20240707152002,146.75
20240707153002,64.73
20240707154002,31.94
20240707155002,91.03
20240707160002,40.64
20240707161002,67.73
20240707162002,17.99
20240707163002,21.35
20240707164002,3.37
20240707165002,2.4
20240317090003,1271.43
20240317091003,1353.52
20240317092003,1690.6
20240317093003,1710.98
20240317094003,1792.1
20240317095003,1795.79
20240317100003,1781.16
20240317101003,1600.08
20240317102003,1823.62
20240317103003,1955.62
20240317104003,1950.87
20240317105003,1937.24
20240317110003,1999.46
20240317111003,1912.31
20240317112003,1563.59
20240317113003,1526.82
20240317114003,1498.94
20240317115003,743.13
20240317120003,1211.3
20240317121003,548.16
20240317122003,189.76
20240317123003,179.61
20240317124003,280.56
20240317125003,184.03
20240317130003,137.69
20240317131003,188.15
20240317132003,223.5
20240317133003,187.9
20240317134003,275.57
20240317135003,316.97
20240317140003,187.58
20240317141003,141.95
20240317142003,92.6
20240317143003,61.53
20240317144003,63.19
20240317145003,40.31
20240317150003,33.78
20240317151003,25.19
20240317152003,13.39
20240317153003,10.06
20240317154003,22.97
20240317155003,28.13
20240317160003,26.59
20240317161003,24.56
20240317162003,17.25
20240317163003,13.87
20240317164003,8.32
20240317165003,5.32
20240414090003,1237.74
20240414091003,1376.1
20240414092003,1336.53
20240414093003,1398.09
20240414094003,1337.08
20240414095003,1718.12
20240414100003,1515.39
20240414101003,1518.1
20240414102003,1368.04
20240414103003,1250.16
20240414104003,1267.18
20240414105003,1331.12
20240414110003,1851.07
20240414111003,1639.7
20240414112003,1389.92
20240414113003,1537.88
20240414114003,1411.29
20240414115003,1363.27
20240414120003,987.25
20240414121003,765.21
20240414122003,877.6
20240414123003,1179.17
20240414124003,1007.33
20240414125003,800.1
20240414130003,766.43
20240414131003,857.01
20240414132003,493.56
20240414133003,322.37
20240414134003,253.5
20240414135003,251.15
20240414140003,179.16
20240414141003,165.97
20240414142003,103.12
20240414143003,104.1
20240414144003,98.0
20240414145003,155.19
20240414150003,130.42
20240414151003,105.29
20240414152003,137.66
20240414153003,121.01
20240414154003,81.87
20240414155003,100.49
20240414160003,111.26
20240414161003,68.1
20240414162003,61.55
20240414163003,85.2
20240414164003,75.53
20240414165003,75.53
20240524090003,111.26
20240524091003,141.28
20240524092003,199.09
20240524093003,213.15
20240524094003,197.8
20240524095003,353.68
20240524100003,200.98
20240524101003,147.94
20240524102003,254.27
20240524103003,226.33
20240524104003,185.75
20240524105003,181.91
20240524110003,191.46
20240524111003,151.71
20240524112003,252.04
20240524113003,351.62
20240524114003,271.27
20240524115003,145.15
20240524120003,184.76
20240524121003,248.91
20240524122003,366.74
20240524123003,324.86
20240524124003,410.78
20240524125003,498.53
20240524130003,766.65
20240524131003,572.35
20240524132003,420.36
20240524133003,287.74
20240524134003,226.26
20240524135003,154.12
20240524140003,74.84
20240524141003,44.85
20240524142003,50.36
20240524143003,27.03
20240524144003,5.87
20240524145003,2.96
20240524150003,4.36
20240524151003,4.31
20240524152003,5.51
20240524153003,5.52
20240524154003,5.8
20240524155003,3.16
20240524160003,1.48
20240524161003,3.18
20240524162003,2.12
20240524163003,2.44
20240524164003,4.81
20240524165003,10.84
20240526090003,140.38
20240526091003,193.96
20240526092003,297.09
20240526093003,425.3
20240526094003,471.69
20240526095003,610.04
20240526100003,879.28
20240526101003,724.21
20240526102003,399.37
20240526103003,345.42
20240526104003,272.54
20240526105003,239.93
20240526110003,233.57
20240526111003,271.14
20240526112003,311.1
20240526113003,270.76
20240526114003,304.22
20240526115003,311.13
20240526120003,237.97
20240526121003,233.68
20240526122003,201.64
20240526123003,199.42
20240526124003,183.45
20240526125003,151.18
20240526130003,146.23
20240526131003,144.54
20240526132003,134.49
20240526133003,97.96
20240526134003,98.03
20240526135003,109.51
20240526140003,135.25
20240526141003,109.88
20240526142003,102.19
20240526143003,91.32
20240526144003,94.77
20240526145003,94.77
20240526150003,66.08
