序號,答案
20240117090001,3761.39
20240117091001,3613.01
20240117092001,1802.07
20240117093001,2394.61
20240117094001,2583.72
20240117095001,1937.56
20240117100001,962.97
20240117101001,627.17
20240117102001,838.95
20240117103001,462.32
20240117104001,547.7
20240117105001,452.73
20240117110001,816.21
20240117111001,691.26
20240117112001,645.47
20240117113001,711.04
20240117114001,647.13
20240117115001,532.27
20240117120001,489.54
20240117121001,362.52
20240117122001,1139.83
20240117123001,1934.98
20240117124001,3054.75
20240117125001,3064.37
20240117130001,956.51
20240117131001,896.07
20240117132001,896.04
20240117133001,1448.21
20240117134001,1356.74
20240117135001,1099.99
20240117140001,2299.66
20240117141001,3710.56
20240117142001,3416.67
20240117143001,2800.9
20240117144001,2806.67
20240117145001,2589.84
20240117150001,1550.54
20240117151001,842.58
20240117152001,695.98
20240117153001,468.79
20240117154001,414.58
20240117155001,1176.47
20240117160001,1395.96
20240117161001,373.6
20240117162001,212.32
20240117163001,219.47
20240117164001,122.68
20240117165001,103.66
20240119090001,1784.64
20240119091001,1779.98
20240119092001,1840.06
20240119093001,2019.94
20240119094001,3189.24
20240119095001,3919.92
20240119100001,4254.39
20240119101001,4111.33
20240119102001,4976.28
20240119103001,11271.99
20240119104001,12655.13
20240119105001,11268.85
20240119110001,14904.67
20240119111001,19669.55
20240119112001,17166.44
20240119113001,12466.84
20240119114001,9360.11
20240119115001,12650.57
20240119120001,16148.55
20240119121001,8935.19
20240119122001,8759.01
20240119123001,8734.57
20240119124001,7713.07
20240119125001,14786.43
20240119130001,14916.5
20240119131001,8730.2
20240119132001,15487.48
20240119133001,9161.6
20240119134001,6681.32
20240119135001,6867.16
20240119140001,13187.89
20240119141001,7465.4
20240119142001,10733.75
20240119143001,4901.3
20240119144001,9835.78
20240119145001,3342.63
20240119150001,1598.55
20240119151001,1225.48
20240119152001,1061.47
20240119153001,788.55
20240119154001,740.69
20240119155001,653.39
20240119160001,815.78
20240119161001,564.5
20240119162001,236.27
20240119163001,160.92
20240119164001,144.13
20240119165001,75.5
20240224090001,672.78
20240224091001,845.96
20240224092001,711.85
20240224093001,388.14
20240224094001,243.32
20240224095001,301.49
20240224100001,613.08
20240224101001,812.39
20240224102001,634.44
20240224103001,412.64
20240224104001,485.71
20240224105001,471.5
20240224110001,562.3
20240224111001,579.33
20240224112001,710.2
20240224113001,715.19
20240224114001,637.33
20240224115001,530.25
20240224120001,337.06
20240224121001,312.69
20240224122001,270.23
20240224123001,319.81
20240224124001,312.32
20240224125001,363.15
20240224130001,224.11
20240224131001,176.54
20240224132001,212.31
20240224133001,335.05
20240224134001,436.6
20240224135001,352.39
20240224140001,249.95
20240224141001,230.33
20240224142001,125.17
20240224143001,87.99
20240224144001,80.37
20240224145001,67.02
20240224150001,100.97
20240224151001,95.43
20240224152001,56.82
20240224153001,29.22
20240224154001,30.56
20240224155001,25.49
20240224160001,21.23
20240224161001,13.59
20240224162001,7.42
20240224163001,11.5
20240224164001,8.55
20240224165001,9.71
20240226090001,422.82
20240226091001,582.35
20240226092001,712.46
20240226093001,532.49
20240226094001,782.26
20240226095001,954.6
20240226100001,786.88
20240226101001,785.69
20240226102001,813.29
20240226103001,990.15
20240226104001,1052.52
20240226105001,1169.73
20240226110001,961.28
20240226111001,931.91
20240226112001,961.83
20240226113001,690.98
20240226114001,633.74
20240226115001,580.23
20240226120001,531.23
20240226121001,474.69
20240226122001,401.74
20240226123001,593.53
20240226124001,580.58
20240226125001,423.62
20240226130001,434.81
20240226131001,483.87
20240226132001,500.11
20240226133001,543.61
20240226134001,462.37
20240226135001,380.13
20240226140001,311.58
20240226141001,206.22
20240226142001,206.4
20240226143001,206.36
20240226144001,200.86
20240226145001,171.13
20240226150001,161.19
20240226151001,165.9
20240226152001,144.36
20240226153001,98.48
20240226154001,87.42
20240226155001,73.33
20240226160001,60.26
20240226161001,47.39
20240226162001,30.58
20240226163001,20.32
20240226164001,19.06
20240226165001,12.36
20240327090001,1166.25
20240327091001,1250.61
20240327092001,1445.1
20240327093001,1945.56
20240327094001,3452.09
20240327095001,4580.14
20240327100001,5988.11
20240327101001,6639.5
20240327102001,8081.16
20240327103001,7455.81
20240327104001,10370.33
20240327105001,9892.59
20240327110001,6234.64
20240327111001,6229.2
20240327112001,4793.64
20240327113001,3589.67
20240327114001,2808.14
20240327115001,2399.07
20240327120001,2929.42
20240327121001,2718.92
20240327122001,3056.57
20240327123001,2575.36
20240327124001,2304.73
20240327125001,1865.35
20240327130001,2224.53
20240327131001,1558.63
20240327132001,989.48
20240327133001,758.57
20240327134001,423.05
20240327135001,264.25
20240327140001,156.99
20240327141001,144.8
20240327142001,195.43
20240327143001,327.13
20240327144001,251.47
20240327145001,259.2
20240327150001,129.5
20240327151001,109.75
20240327152001,129.44
20240327153001,119.58
20240327154001,144.5
20240327155001,129.68
20240327160001,109.86
20240327161001,94.92
20240327162001,97.76
20240327163001,103.35
20240327164001,71.2
20240327165001,43.9
20240329090001,238.37
20240329091001,191.54
20240329092001,140.54
20240329093001,110.0
20240329094001,94.99
20240329095001,87.67
20240329100001,71.14
20240329101001,87.9
20240329102001,75.01
20240329103001,95.0
20240329104001,80.35
20240329105001,95.08
20240329110001,113.83
20240329111001,72.85
20240329112001,63.09
20240329113001,94.85
20240329114001,110.0
20240329115001,201.0
20240329120001,327.23
20240329121001,380.51
20240329122001,311.92
20240329123001,148.73
20240329124001,144.38
20240329125001,148.42
20240329130001,191.43
20240329131001,152.93
20240329132001,119.99
20240329133001,119.89
20240329134001,249.58
20240329135001,218.74
20240329140001,171.07
20240329141001,180.45
20240329142001,237.58
20240329143001,344.07
20240329144001,302.9
20240329145001,229.42
20240329150001,264.27
20240329151001,238.01
20240329152001,140.82
20240329153001,109.78
20240329154001,78.0
20240329155001,61.04
20240329160001,36.82
20240329161001,25.54
20240329162001,20.06
20240329163001,16.67
20240329164001,11.67
20240329165001,8.36
20240428090001,2925.73
20240428091001,3308.02
20240428092001,1608.12
20240428093001,438.04
20240428094001,269.22
20240428095001,303.36
20240428100001,425.17
20240428101001,1870.94
20240428102001,4896.43
20240428103001,5785.6
20240428104001,10102.65
20240428105001,6198.97
20240428110001,7293.84
20240428111001,8988.2
20240428112001,7889.41
20240428113001,3955.53
20240428114001,2740.73
20240428115001,2617.14
20240428120001,3755.11
20240428121001,3457.38
20240428122001,2280.04
20240428123001,2614.35
20240428124001,2833.7
20240428125001,1608.03
20240428130001,739.08
20240428131001,740.32
20240428132001,720.27
20240428133001,545.39
20240428134001,439.45
20240428135001,486.68
20240428140001,393.31
20240428141001,371.18
20240428142001,452.14
20240428143001,1017.24
20240428144001,1408.23
20240428145001,1460.03
20240428150001,1257.1
20240428151001,2086.78
20240428152001,2087.45
20240428153001,1098.3
20240428154001,1014.36
20240428155001,1142.46
20240428160001,1515.41
20240428161001,735.76
20240428162001,362.33
20240428163001,262.15
20240428164001,243.09
20240428165001,268.93
20240430090001,8721.26
20240430091001,10185.36
20240430092001,12481.4
20240430093001,10826.58
20240430094001,12446.38
20240430095001,11673.78
20240430100001,11084.06
20240430101001,8134.61
20240430102001,12120.95
20240430103001,14624.69
20240430104001,15307.28
20240430105001,12642.25
