序號,答案
20240117090001,2243.81
20240117091001,3510.41
20240117092001,2959.61
20240117093001,3503.12
20240117094001,2767.01
20240117095001,3308.43
20240117100001,2540.43
20240117101001,3229.93
20240117102001,3364.69
20240117103001,2458.83
20240117104001,2355.67
20240117105001,2597.33
20240117110001,1404.7
20240117111001,1902.43
20240117112001,1836.58
20240117113001,1685.68
20240117114001,1678.89
20240117115001,881.93
20240117120001,1587.96
20240117121001,1500.49
20240117122001,1447.44
20240117123001,2143.8
20240117124001,1948.3
20240117125001,1815.44
20240117130001,2938.52
20240117131001,2645.45
20240117132001,2124.54
20240117133001,2155.85
20240117134001,1814.01
20240117135001,1730.29
20240117140001,2722.95
20240117141001,2364.87
20240117142001,2178.85
20240117143001,2297.95
20240117144001,2181.72
20240117145001,1911.88
20240117150001,1762.99
20240117151001,1359.84
20240117152001,1105.8
20240117153001,908.68
20240117154001,510.0
20240117155001,392.96
20240117160001,214.14
20240117161001,147.13
20240117162001,100.15
20240117163001,85.77
20240117164001,28.46
20240117165001,28.41
20240119090001,2252.06
20240119091001,2579.79
20240119092001,2798.19
20240119093001,3945.33
20240119094001,4368.06
20240119095001,6863.93
20240119100001,10486.35
20240119101001,11030.34
20240119102001,10599.3
20240119103001,11057.88
20240119104001,12186.77
20240119105001,11468.14
20240119110001,8802.01
20240119111001,9728.67
20240119112001,9554.91
20240119113001,10210.71
20240119114001,10148.37
20240119115001,9865.05
20240119120001,11890.71
20240119121001,11793.06
20240119122001,9715.66
20240119123001,9346.19
20240119124001,9400.34
20240119125001,7502.7
20240119130001,13193.71
20240119131001,14494.34
20240119132001,13230.86
20240119133001,11596.0
20240119134001,10205.67
20240119135001,8074.09
20240119140001,6701.48
20240119141001,5166.31
20240119142001,4700.15
20240119143001,5059.54
20240119144001,3755.51
20240119145001,2936.0
20240119150001,1389.92
20240119151001,1461.28
20240119152001,1543.62
20240119153001,1536.02
20240119154001,1284.87
20240119155001,1025.99
20240119160001,746.77
20240119161001,427.42
20240119162001,259.08
20240119163001,185.9
20240119164001,173.19
20240119165001,87.9
20240224090001,578.74
20240224091001,595.02
20240224092001,575.2
20240224093001,479.69
20240224094001,512.28
20240224095001,686.33
20240224100001,775.85
20240224101001,789.61
20240224102001,735.41
20240224103001,633.55
20240224104001,619.31
20240224105001,482.15
20240224110001,880.33
20240224111001,893.15
20240224112001,862.37
20240224113001,767.44
20240224114001,915.18
20240224115001,700.98
20240224120001,428.32
20240224121001,365.03
20240224122001,377.43
20240224123001,342.75
20240224124001,331.92
20240224125001,302.76
20240224130001,474.83
20240224131001,449.0
20240224132001,470.58
20240224133001,488.63
20240224134001,459.42
20240224135001,324.15
20240224140001,268.81
20240224141001,197.83
20240224142001,183.18
20240224143001,142.36
20240224144001,117.67
20240224145001,100.38
20240224150001,134.93
20240224151001,102.62
20240224152001,70.49
20240224153001,22.07
20240224154001,52.84
20240224155001,31.83
20240224160001,24.76
20240224161001,19.44
20240224162001,12.97
20240224163001,9.46
20240224164001,7.1
20240224165001,6.11
20240226090001,565.95
20240226091001,663.57
20240226092001,697.37
20240226093001,863.94
20240226094001,848.75
20240226095001,1088.58
20240226100001,1077.28
20240226101001,995.97
20240226102001,1062.95
20240226103001,1055.54
20240226104001,1197.72
20240226105001,1324.52
20240226110001,1524.58
20240226111001,1383.16
20240226112001,1027.22
20240226113001,671.03
20240226114001,628.28
20240226115001,623.32
20240226120001,680.5
20240226121001,666.46
20240226122001,639.66
20240226123001,405.59
20240226124001,369.56
20240226125001,388.62
20240226130001,400.94
20240226131001,404.21
20240226132001,406.77
20240226133001,434.03
20240226134001,441.49
20240226135001,356.91
20240226140001,201.34
20240226141001,173.9
20240226142001,188.12
20240226143001,162.86
20240226144001,187.41
20240226145001,149.44
20240226150001,154.32
20240226151001,143.35
20240226152001,148.67
20240226153001,109.64
20240226154001,101.98
20240226155001,74.04
20240226160001,82.43
20240226161001,43.99
20240226162001,39.49
20240226163001,20.89
20240226164001,15.7
20240226165001,12.45
20240327090001,1245.66
20240327091001,1620.98
20240327092001,1815.75
