序號,答案
20240117090001,1560.16
20240117091001,2097.4
20240117092001,2264.77
20240117093001,2422.55
20240117094001,1253.47
20240117095001,1169.98
20240117100001,1016.95
20240117101001,1146.48
20240117102001,1369.01
20240117103001,1462.94
20240117104001,1355.4
20240117105001,1453.9
20240117110001,606.15
20240117111001,614.29
20240117112001,463.61
20240117113001,496.47
20240117114001,562.34
20240117115001,672.95
20240117120001,1317.82
20240117121001,837.24
20240117122001,831.51
20240117123001,1271.3
20240117124001,1589.75
20240117125001,1239.59
20240117130001,944.64
20240117131001,953.86
20240117132001,909.65
20240117133001,1628.04
20240117134001,1893.4
20240117135001,1806.18
20240117140001,1117.68
20240117141001,1233.67
20240117142001,663.77
20240117143001,300.12
20240117144001,510.82
20240117145001,385.36
20240117150001,1506.42
20240117151001,980.88
20240117152001,492.93
20240117153001,447.46
20240117154001,307.05
20240117155001,917.22
20240117160001,879.56
20240117161001,278.46
20240117162001,182.17
20240117163001,83.23
20240117164001,37.9
20240117165001,41.65
20240119090001,2706.15
20240119091001,2539.12
20240119092001,3492.14
20240119093001,3574.7
20240119094001,3872.7
20240119095001,3828.36
20240119100001,4574.17
20240119101001,4075.16
20240119102001,5170.25
20240119103001,14386.65
20240119104001,15084.11
20240119105001,14960.16
20240119110001,9216.26
20240119111001,12712.53
20240119112001,11386.82
20240119113001,11322.23
20240119114001,10567.17
20240119115001,13013.7
20240119120001,13187.01
20240119121001,8019.79
20240119122001,7248.94
20240119123001,8196.44
20240119124001,7555.74
20240119125001,12088.13
20240119130001,9736.45
20240119131001,7361.81
20240119132001,10064.02
20240119133001,6846.35
20240119134001,6439.53
20240119135001,6286.67
20240119140001,12830.8
20240119141001,8373.4
20240119142001,11112.41
20240119143001,5757.36
20240119144001,12794.58
20240119145001,4198.71
20240119150001,1321.47
20240119151001,876.18
20240119152001,742.59
20240119153001,541.06
20240119154001,442.76
20240119155001,354.81
20240119160001,618.7
20240119161001,335.98
20240119162001,60.79
20240119163001,0.0
20240119164001,0.0
20240119165001,0.0
20240224090001,858.34
20240224091001,892.41
20240224092001,656.93
20240224093001,401.64
20240224094001,275.67
20240224095001,306.23
20240224100001,1236.73
20240224101001,1497.57
20240224102001,1348.1
20240224103001,855.11
20240224104001,949.64
20240224105001,719.85
20240224110001,756.14
20240224111001,728.39
20240224112001,784.85
20240224113001,969.79
20240224114001,1044.92
20240224115001,921.25
20240224120001,894.19
20240224121001,805.91
20240224122001,748.85
20240224123001,778.19
20240224124001,827.0
20240224125001,879.43
20240224130001,373.39
20240224131001,347.73
20240224132001,359.36
20240224133001,481.91
20240224134001,541.1
20240224135001,464.95
20240224140001,358.18
20240224141001,366.74
20240224142001,285.34
20240224143001,290.67
20240224144001,303.86
20240224145001,320.37
20240224150001,146.66
20240224151001,116.29
20240224152001,93.69
20240224153001,89.67
20240224154001,97.27
20240224155001,105.83
20240224160001,0.0
20240224161001,0.0
20240224162001,0.0
20240224163001,0.0
20240224164001,0.0
20240224165001,0.0
20240226090001,606.29
20240226091001,889.62
20240226092001,934.61
20240226093001,966.37
20240226094001,970.52
20240226095001,1034.56
20240226100001,1027.49
20240226101001,1470.18
20240226102001,1551.68
20240226103001,1773.56
20240226104001,1779.29
20240226105001,2002.67
20240226110001,952.39
20240226111001,1014.9
20240226112001,1018.51
20240226113001,959.85
20240226114001,998.11
20240226115001,999.26
20240226120001,603.07
20240226121001,546.65
20240226122001,504.61
20240226123001,561.81
20240226124001,724.53
20240226125001,683.86
20240226130001,333.05
20240226131001,412.0
20240226132001,472.1
20240226133001,468.1
20240226134001,463.48
20240226135001,379.71
20240226140001,235.09
20240226141001,218.83
20240226142001,224.07
20240226143001,234.5
20240226144001,243.7
20240226145001,245.5
20240226150001,133.99
20240226151001,128.29
20240226152001,119.8
20240226153001,124.83
20240226154001,137.08
20240226155001,144.46
20240226160001,0.0
20240226161001,0.0
20240226162001,0.0
20240226163001,40.51
20240226164001,75.02
20240226165001,103.42
20240327090001,1379.4
20240327091001,1448.26
20240327092001,1407.22
20240327093001,1816.2
20240327094001,2603.58
20240327095001,3641.42
20240327100001,4744.01
20240327101001,8304.81
20240327102001,9358.98
20240327103001,7544.7
20240327104001,10976.65
20240327105001,10755.14
20240327110001,8068.83
20240327111001,7657.22
20240327112001,4883.3
20240327113001,4397.79
20240327114001,2898.82
20240327115001,2647.62
20240327120001,2444.32
20240327121001,2299.89
20240327122001,2274.95
20240327123001,2331.87
20240327124001,2209.08
20240327125001,2055.46
20240327130001,1743.29
20240327131001,1276.56
20240327132001,1045.21
20240327133001,1084.41
20240327134001,997.93
20240327135001,966.3
20240327140001,202.53
20240327141001,193.39
20240327142001,287.81
20240327143001,400.87
20240327144001,293.42
20240327145001,295.39
20240327150001,109.62
20240327151001,69.54
20240327152001,102.61
20240327153001,105.88
20240327154001,153.03
20240327155001,141.19
20240327160001,85.46
20240327161001,51.12
20240327162001,50.51
